v0,theta_mrad,V_mean,V_std,N0_mean,N0_std,a_min,a_min_err
59386.018675902655,1.25,0.995088293488115,0.010982909646103127,1258.6,279.7531054340595,15899.48553326569,1775.7075345784149
59386.018675902655,1.4,0.9999999999999986,3.078742732723249e-15,1367.2,290.9384814698805,15180.026434415759,1615.1454942589105
59386.018675902655,1.5,0.9874943273652376,0.021637564636348774,1178.0,232.38975881049493,16560.799451061186,1673.3340145863697
59386.018675902655,1.6,0.9968424002866805,0.007060607604513658,1929.6,253.95727987202886,12818.240190628663,848.3850835360735
59386.018675902655,1.7,0.9999999999999998,1.2412670766236366e-16,1824.8,351.9015487320282,13139.562848968371,1266.9422720883906
59386.018675902655,1.8,0.9988952760934525,0.0024702377514090375,1676.2,386.80059462208686,13724.788960533258,1583.9326355544306
59386.018675902655,1.9,0.9999999999999998,1.2412670766236366e-16,1942.8,368.6247414376848,12734.283238299926,1208.094468322152
59386.018675902655,2.0,0.9999999999999977,4.965068306494546e-15,2063.0,452.09899358436974,12357.73672908282,1354.0766694616927
59386.018675902655,2.1,0.9937295279631757,0.014021201725346575,2129.0,218.28879952943075,12241.440533873272,650.8995854838635
59386.018675902655,2.25,0.9773932714648523,0.032189151964779374,2157.2,269.55834247895206,12364.42720272976,873.2666607767512
59386.018675902655,2.5,0.9999999999999126,1.9532581241932557e-13,2760.8,488.89283079218905,10682.455185259023,945.8446383895939
59386.018675902655,3.0,0.9839607088910256,0.031490326759280644,2920.8,562.4746216497239,10555.040061675354,1070.9890395874042
59386.018675902655,4.0,0.9850663790259231,0.033392591648252354,3766.6,321.1593062640409,9284.281612856956,505.6876488305723
59386.018675902655,5.5,0.9999999999999998,1.2412670766236366e-16,5480.8,154.20505828279434,7581.699643698449,106.65746199817184
59386.018675902655,8.0,0.9888238719086276,0.024990582137553237,7476.2,1454.4812477306127,6564.915715994981,659.7977690448948
59386.018675902655,10.0,0.9999999999999998,1.2412670766236366e-16,9934.2,605.3930128437229,5631.474256151292,171.59183259262417
59386.018675902655,12.0,0.9999999999999998,1.2412670766236366e-16,11468.4,664.1756544770366,5241.277289851822,151.77046380850697
59386.018675902655,14.0,0.9999999999999998,1.2412670766236366e-16,13521.6,733.734488762795,4826.969009266999,130.96503513964237
59386.018675902655,17.0,0.9999999999999998,1.2412670766236366e-16,16478.2,936.5832584452917,4372.538759127004,124.2625589779679
59386.018675902655,20.0,0.9999999999999998,1.2412670766236366e-16,19994.0,1411.008504581032,3969.526529518165,140.06791268155843
64643.716324900655,0.0,0.9999999999999998,1.2412670766236366e-16,1088.0,136.0,20163.14696153145,1260.1966850957156
64643.716324900655,0.2,0.6955118544212815,0.2851757638243365,240.4,162.56629416948644,61673.84074107974,32776.69311305386
64643.716324900655,0.5,0.9999999999999998,1.2412670766236366e-16,938.8,379.76071413457186,21706.321077503744,4390.289728178063
64643.716324900655,0.8,0.9604641007069216,0.07849887357662415,989.4,145.24393274763665,22014.340187517286,2418.310903008844
